DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,AREA,P7430,P7450,P7450S1,P7452,P7454,P7456,P7458,P7458S1,P7460,P7470,P7472,P7472S1,P744,P1884,P1807,P6921,INI,p7440,DPTO,MES,fex_c_2018
5332790,1,2,1,80,52,2,,,,2,,,.,2,,2,,,,,2,1,,52,01,11.099102564
5332790,1,3,1,80,52,2,,,,2,,,.,2,,2,,,,,2,1,,52,01,11.099102564
5332790,1,4,1,80,52,1,6,,2,,,5,,2,,2,,,,,2,1,4,52,01,11.099102564
5332791,1,1,1,80,52,2,,,,1,2,5,,2,,2,,,,,2,1,,52,01,22.220257114
5332791,1,2,1,80,52,1,6,,2,,,1,,2,,2,,1,48,900000,2,1,3,52,01,22.220257114
5332791,1,4,1,80,52,2,,,,2,,,.,2,,2,,,,,2,1,,52,01,22.220257114
5332791,1,5,1,80,52,2,,,,1,1,2,,2,,2,,,,,2,1,,52,01,22.220257114
5332791,1,7,1,80,52,2,,,,2,,,.,2,,2,,,,,2,1,,52,01,22.220257114
5332792,1,2,1,80,52,1,9,POR LA PANDEMIA,2,,,9,,2,,2,,,,,2,1,1.4,52,01,11.099102564
5332792,2,1,2,80,52,1,3,,2,,,9,,2,,2,,,,,2,1,3,52,01,11.099102564
5332793,1,1,1,80,52,1,5,,2,,,10,,2,,2,,,,,2,1,4,52,01,16.718781602
5332838,1,3,1,80,52,2,,,,2,,,.,2,,2,,,,,2,1,,52,01,26.036176082
5332838,1,4,1,80,52,2,,,,2,,,.,2,,2,,,,,2,1,,52,01,26.036176082
5332839,1,1,1,80,52,1,5,,2,,,10,,3,,2,,,,,3,1,4,52,01,24.217241048
5332839,1,2,1,80,52,1,5,,2,,,10,,3,,2,,,,,3,1,2,52,01,24.217241048
5332839,1,3,1,80,52,2,,,,2,,,.,2,,2,,,,,2,1,,52,01,24.217241048
5332839,2,2,2,80,52,2,,,,2,,,.,2,,2,,,,,2,1,,52,01,24.217241048
5332840,1,3,1,80,52,2,,,,2,,,.,2,,2,,,,,2,1,,52,01,23.168543502
5332841,1,3,1,80,52,2,,,,2,,,.,2,,2,,,,,2,1,,52,01,24.879761521
5333024,1,1,1,80,52,1,4,,2,,,4,,2,,2,,,,,2,1,4,52,01,12.547050527
5333024,1,2,1,80,52,1,9,POR ORDEN PUBLICO,2,,,12,ORDEN PUBLICO,2,,2,,,,,2,1,4,52,01,12.547050527
5333209,1,2,1,80,52,2,,,,2,,,.,2,,2,,,,,2,1,,52,01,31.076284164
5333210,1,1,1,80,52,1,3,,2,,,9,,2,,2,,,,,2,1,4,52,01,30.325796491
5333211,1,3,1,80,52,2,,,,2,,,.,2,,2,,,,,2,1,,52,01,31.010964379
5333212,1,4,1,80,52,2,,,,2,,,.,2,,2,,,,,2,1,,52,01,29.247176812
5333494,1,3,1,80,52,2,,,,2,,,.,2,,2,,,,,2,1,,52,01,11.099102564
5333495,1,2,1,80,52,1,3,,2,,,9,,2,,2,,,,,2,1,4,52,01,11.099102564
5333495,1,4,1,80,52,1,2,,2,,,2,,2,,2,,,,,2,1,1.2,52,01,11.099102564
5334645,1,1,1,80,52,1,8,,1,,4,1,,2,,2,,1,48,900000,2,1,4,52,01,16.718781602
5336657,1,2,1,80,52,2,,,,1,3,1,,2,,2,,,,,2,1,,52,01,24.099479246
5336657,1,4,1,80,52,2,,,,2,,,.,2,,2,,,,,2,1,,52,01,24.099479246
5338071,1,1,1,80,52,1,3,,2,,,9,,2,,2,,1,36,908000,2,1,2,52,01,34.776768567
5338072,1,2,1,80,52,1,3,,2,,,9,,2,,2,,,,,2,1,4,52,01,32.666386053
5338072,1,3,1,80,52,2,,,,2,,,.,2,,2,,,,,2,1,,52,01,32.666386053
5338072,1,4,1,80,52,2,,,,2,,,.,2,,2,,,,,2,1,,52,01,32.666386053
5338075,1,2,1,80,52,2,,,,2,,,.,2,,2,,,,,2,1,,52,01,19.586414182
5347506,1,1,1,80,52,1,3,,2,,,9,,2,,2,,,,,2,1,4,52,01,29.854549818
5347822,1,1,1,80,52,2,,,,2,,,.,2,,2,,,,,2,1,,52,01,24.879761521
5347822,1,3,1,80,52,2,,,,2,,,.,2,,2,,,,,2,1,,52,01,24.879761521
5347823,1,3,1,80,52,2,,,,2,,,.,2,,2,,,,,2,1,,52,01,28.090762251
5347824,1,3,1,80,52,2,,,,2,,,.,2,,2,,,,,2,1,,52,01,29.247176812
5347824,1,4,1,80,52,2,,,,2,,,.,2,,2,,,,,2,1,,52,01,29.247176812
5347871,1,1,1,80,52,1,1,,2,,,1,,2,,2,,,,,2,1,2,52,01,16.247534929
5347873,1,1,1,80,52,1,4,,2,,,4,,2,,2,,,,,2,1,1.4,52,01,13.753579868
5347874,2,2,2,80,52,2,,,,2,,,.,2,,2,,,,,2,1,,52,01,22.652138552
5347874,2,3,2,80,52,2,,,,2,,,.,2,,2,,,,,2,1,,52,01,22.652138552
5347875,1,1,1,80,52,1,3,,2,,,9,,2,,2,,,,,2,1,2,52,01,35.642384526
5347875,1,3,1,80,52,2,,,,2,,,.,2,,2,,,,,2,1,,52,01,35.642384526
5348515,1,2,1,80,52,1,5,,2,,,10,,3,,2,,,,,3,1,4,52,01,19.491299795
5348515,1,5,1,80,52,1,3,,2,,,1,,2,,2,,,,,2,1,2,52,01,19.491299795
5348516,1,2,1,80,52,2,,,,2,,,.,2,,2,,,,,2,1,,52,01,17.902956603
5348516,1,3,1,80,52,2,,,,2,,,.,2,,2,,1,40,900000,2,1,,52,01,17.902956603
5348516,1,4,1,80,52,2,,,,2,,,.,2,,2,,,,,2,1,,52,01,17.902956603
5348517,1,1,1,80,52,2,,,,2,,,.,2,,2,,,,,2,1,,52,01,26.93434769
5348518,1,2,1,80,52,2,,,,2,,,.,2,,2,,,,,2,1,,52,01,26.93434769
5348520,1,1,1,80,52,2,,,,2,,,.,2,,2,,,,,2,1,,52,01,16.718781602
5351585,1,3,1,80,52,2,,,,2,,,.,2,,2,,,,,2,1,,52,01,13.242419724
5351588,1,1,1,80,52,1,5,,2,,,10,,3,,2,,,,,3,1,4,52,01,11.099102564
5351588,1,2,1,80,52,2,,,,2,,,.,2,,2,,,,,2,1,,52,01,11.099102564
5351601,1,1,1,80,52,1,4,,2,,,4,,2,,2,,,,,2,1,1.4,52,01,16.718781602
5351605,1,1,1,80,52,1,5,,2,,,10,,3,,2,,,,,3,1,3,52,01,12.547050527
5351605,1,2,1,80,52,1,5,,2,,,10,,3,,2,,,,,3,1,2,52,01,12.547050527
5351608,1,2,1,80,52,1,3,,2,,,9,,2,,2,,,,,2,1,4,52,01,12.547050527
5352502,1,2,1,80,52,2,,,,2,,,.,2,,2,,,,,2,1,,52,01,15.264450243
5352502,1,6,1,80,52,2,,,,2,,,.,2,,2,,,,,2,1,,52,01,15.264450243
5352502,1,7,1,80,52,2,,,,2,,,.,2,,2,,,,,2,1,,52,01,15.264450243
5352503,1,3,1,80,52,2,,,,2,,,.,2,,2,,,,,2,1,,52,01,11.099102564
5352504,1,2,1,80,52,2,,,,2,,,.,2,,2,,,,,2,1,,52,01,14.483747363
5352506,1,2,1,80,52,2,,,,2,,,.,2,,2,,,,,2,1,,52,01,11.272746632
5352508,1,1,1,80,52,1,5,,2,,,10,,3,,2,,,,,3,1,4,52,01,17.875196163
5352508,1,2,1,80,52,2,,,,2,,,.,2,,2,,,,,2,1,,52,01,17.875196163
5352509,1,1,1,80,52,1,3,,1,,1,9,,2,,2,,1,36,800000,2,1,1.2,52,01,22.326168239
5352509,1,2,1,80,52,2,,,,2,,,.,2,,2,,,,,2,1,,52,01,22.326168239
5352744,1,1,1,80,52,1,3,,2,,,9,,2,,2,,,,,2,1,2,52,01,31.856566439
5352749,1,2,1,80,52,1,3,,2,,,9,,2,,2,,,,,2,1,2,52,01,31.856566439
5352752,1,2,1,80,52,2,,,,2,,,.,2,,2,,,,,2,1,,52,01,24.099479246
5352752,1,4,1,80,52,2,,,,2,,,.,2,,2,,,,,2,1,,52,01,24.099479246
5352754,1,2,1,80,52,2,,,,2,,,.,2,,2,,,,,2,1,,52,01,11.099102564
5352754,1,4,1,80,52,2,,,,2,,,.,2,,2,,,,,2,1,,52,01,11.099102564
5352754,1,5,1,80,52,2,,,,2,,,.,2,,2,,,,,2,1,,52,01,11.099102564
5356757,1,1,1,80,52,1,4,,2,,,4,,2,,2,,,,,2,1,4,52,01,16.718781602
5356758,1,4,1,80,52,2,,,,2,,,.,2,,2,,,,,2,1,,52,01,24.099479246
5356759,1,2,1,80,52,2,,,,2,,,.,2,,2,,,,,2,1,,52,01,24.328184861
5356760,1,1,1,80,52,1,7,,1,,1,1,,2,,2,,,,600000,2,1,1.3,52,01,16.194965381
5356760,1,2,1,80,52,2,,,,2,,,.,2,,2,,,,,2,1,,52,01,16.194965381
5356763,1,1,1,80,52,2,,,,1,3,4,,2,,2,,,,,2,1,,52,01,11.099102564
5356764,1,2,1,80,52,1,3,,2,,,9,,2,,2,,,,,2,1,4,52,01,12.547050527
5356765,1,1,1,80,52,1,5,,2,,,10,,3,,2,,,,,3,1,4,52,01,11.099102564
5356765,1,4,1,80,52,2,,,,2,,,.,2,,2,,,,,2,1,,52,01,11.099102564
5356768,1,3,1,80,52,2,,,,2,,,.,2,,2,,,,,2,1,,52,01,24.879761521
5358852,1,1,1,80,52,1,7,,2,,,1,,2,,2,,,,,2,1,4,52,01,11.099102564
5358852,1,2,1,80,52,2,,,,2,,,.,2,,2,,1,20,1200000,2,1,,52,01,11.099102564
5358853,1,1,1,80,52,1,9,POR LA EDAD,2,,,8,,2,,2,,,,,2,1,4,52,01,21.814330226
5358853,1,2,1,80,52,2,,,,2,,,.,2,,2,,,,,2,1,,52,01,21.814330226
5358853,1,5,1,80,52,1,8,,2,,,1,,2,,2,,1,48,600000,2,1,2,52,01,21.814330226
5358853,1,6,1,80,52,2,,,,2,,,.,2,,2,,1,20,800000,2,1,,52,01,21.814330226
5360666,1,1,1,80,52,1,4,,2,,,4,,2,,2,,,,,2,1,4,52,01,11.099102564
5360666,1,3,1,80,52,2,,,,2,,,.,2,,2,,,,,2,1,,52,01,11.099102564
5360668,1,3,1,80,52,2,,,,2,,,.,2,,2,,,,,2,1,,52,01,24.869560212
5360669,1,4,1,80,52,1,4,,2,,,4,,2,,2,,,,,2,1,4,52,01,12.871291133
5360669,1,5,1,80,52,1,4,,2,,,4,,2,,2,,,,,2,1,4,52,01,12.871291133
5360670,1,1,1,80,52,1,4,,2,,,4,,2,,2,,,,,2,1,4,52,01,16.718781602
5363949,1,1,1,80,52,1,3,,2,,,1,,2,,2,,,,,2,1,4,52,01,13.277218021
5363949,1,2,1,80,52,2,,,,2,,,.,2,,2,,,,,2,1,,52,01,13.277218021
5363949,1,3,1,80,52,1,4,,2,,,4,,2,,2,,,,,2,1,4,52,01,13.277218021
5367562,1,1,1,80,52,1,4,,2,,,4,,2,,2,,,,,2,1,4,52,02,9.8020833333
5367586,1,1,1,80,52,1,4,,2,,,4,,2,,2,,,,,2,1,3,52,02,9.8020833333
5367586,1,3,1,80,52,2,,,,2,,,.,2,,2,,,,,2,1,,52,02,9.8020833333
5367591,1,1,1,80,52,1,4,,2,,,4,,2,,2,,,,,2,1,3,52,02,25.736948528
5367592,1,2,1,80,52,1,3,,2,,,9,,2,,2,,,,,2,1,3,52,02,27.257503654
5367598,1,2,1,80,52,1,3,,1,,2,9,,2,,2,,1,20,908000,2,1,3,52,02,23.159574097
5367598,1,3,1,80,52,2,,,,2,,,.,2,,2,,,,,2,1,,52,02,23.159574097
5367614,1,2,1,80,52,2,,,,2,,,.,2,,2,,,,,2,1,,52,02,15.893089069
5367628,1,3,1,80,52,2,,,,2,,,.,2,,2,,1,20,800000,2,1,,52,02,27.043423122
5367643,1,1,1,80,52,1,3,,2,,,9,,2,,2,,,,,2,1,4,52,02,23.270240135
5367643,1,3,1,80,52,2,,,,2,,,.,2,,2,,,,,2,1,,52,02,23.270240135
5367644,1,1,1,80,52,1,3,,2,,,9,,2,,2,,,,,2,1,2,52,02,39.208333333
5367645,1,4,1,80,52,1,8,,2,,,1,,2,,2,,,,,2,1,1.4,52,02,14.908381963
5367645,1,5,1,80,52,2,,,,2,,,.,2,,2,,,,,2,1,,52,02,14.908381963
5372448,1,2,1,80,52,1,9,POR EL COVID 19,2,,,1,,2,,2,,,,,2,1,1.4,52,02,17.978536674
5372449,1,1,1,80,52,1,4,,2,,,4,,2,,2,,,,,2,1,4,52,02,39.208333333
5372490,1,2,1,80,52,1,3,,2,,,1,,2,,2,,1,24,500000,2,1,4,52,02,27.368169692
5373224,1,2,1,80,52,1,2,,2,,,2,,2,,2,,1,20,700000,2,1,1.4,52,02,12.990968068
5373224,1,4,1,80,52,2,,,,2,,,.,2,,2,,,,,2,1,,52,02,12.990968068
5378084,1,1,1,80,52,1,3,,2,,,9,,2,,2,,2,,600000,2,1,3,52,02,14.586614476
5378095,1,3,1,80,52,1,9,POR LA PANDEMIA,2,,,12,POR LA PANDEMIA,2,,2,,1,20,600000,2,1,1.4,52,02,9.8020833333
5378104,1,4,1,80,52,2,,,,2,,,.,2,,2,,,,,2,1,,52,02,13.189189761
5378903,1,3,1,80,52,2,,,,2,,,.,2,,2,,2,,600000,2,1,,52,02,23.270240135
5378922,1,2,1,80,52,2,,,,2,,,.,2,,2,,1,20,500000,2,1,,52,02,39.208333333
5378924,1,1,1,80,52,1,4,,2,,,4,,2,,2,,,,,2,1,4,52,02,39.208333333
5378935,1,3,1,80,52,2,,,,2,,,.,2,,2,,,,,2,1,,52,02,11.359746904
5378936,1,1,1,80,52,2,,,,2,,,.,2,,2,,2,,500000,2,1,,52,02,39.208333333
5378936,1,3,1,80,52,2,,,,2,,,.,2,,2,,,,,2,1,,52,02,39.208333333
5384996,1,1,1,80,52,1,5,,2,,,10,,3,,2,,,,,3,1,4,52,02,9.8020833333
5384996,1,2,1,80,52,1,5,,2,,,10,,3,,2,,,,,3,1,2,52,02,9.8020833333
5384997,1,4,1,80,52,2,,,,2,,,.,2,,2,,,,,2,1,,52,02,17.485756394
5385001,1,3,1,80,52,2,,,,2,,,.,2,,2,,1,20,1000000,2,1,,52,02,27.043423122
5385016,1,2,1,80,52,1,6,,2,,,1,,2,,2,,,,,2,1,4,52,02,9.8020833333
5386033,1,5,1,80,52,2,,,,2,,,.,2,,2,,,,,2,1,,52,02,9.8020833333
5386034,1,5,1,80,52,2,,,,2,,,.,2,,2,,2,,700000,2,1,,52,02,9.8020833333
5386035,1,1,1,80,52,1,5,,2,,,10,,3,,2,,,,,3,1,4,52,02,9.8020833333
5386035,1,2,1,80,52,1,5,,2,,,10,,3,,2,,,,,3,1,4,52,02,9.8020833333
5386035,1,4,1,80,52,2,,,,2,,,.,2,,2,,,,,2,1,,52,02,9.8020833333
5387090,1,2,1,80,52,2,,,,2,,,.,2,,2,,,,,2,1,,52,02,11.3042955
5387092,1,3,1,80,52,2,,,,2,,,.,2,,2,,,,,2,1,,52,02,17.77798333
5387092,1,5,1,80,52,1,4,,2,,,4,,2,,2,,,,,2,1,4,52,02,17.77798333
5387817,1,1,1,80,52,1,4,,2,,,4,,2,,2,,,,,2,1,4,52,02,28.004254029
5387819,1,3,1,80,52,1,2,,2,,,2,,2,,2,,1,24,908000,2,1,1.2,52,02,23.705771127
5387822,1,1,1,80,52,1,1,,2,,,8,,2,,2,,1,48,800000,2,1,1.2,52,02,28.004254029
5387860,1,3,1,80,52,1,4,,2,,,4,,2,,2,,,,,2,1,2,52,02,17.833316349
5387861,1,1,1,80,52,1,6,,2,,,1,,2,,2,,,,,2,1,2,52,02,16.273168659
5387869,1,1,1,80,52,1,4,,2,,,8,,2,,2,,,,,2,1,4,52,02,17.453236759
5387869,1,3,1,80,52,1,2,,2,,,2,,2,,2,,,,,2,1,2,52,02,17.453236759
5387869,1,6,1,80,52,2,,,,2,,,.,2,,2,,,,,2,1,,52,02,17.453236759
5387873,1,1,1,80,52,1,4,,2,,,4,,2,,2,,,,,2,1,1.2,52,02,9.8020833333
5387873,1,7,1,80,52,2,,,,2,,,.,2,,2,,,,,2,1,,52,02,9.8020833333
5387877,1,4,1,80,52,1,7,,2,,,2,,2,,2,,1,40,1000000,2,1,4,52,02,9.8020833333
5387878,1,4,1,80,52,1,2,,2,,,1,,1,,2,,1,40,1000000,2,1,4,52,02,24.394856832
5387878,1,5,1,80,52,1,2,,2,,,2,,2,,2,,2,,800000,2,1,2,52,02,24.394856832
5387879,1,1,1,80,52,2,,,,1,4,1,,2,,2,,,,,2,1,,52,02,17.017705767
5387879,1,2,1,80,52,1,6,,2,,,12,PANDEMIA COVID 19,2,,2,,1,48,908526,2,1,2,52,02,17.017705767
5387879,1,5,1,80,52,2,,,,2,,,.,2,,2,,,,,2,1,,52,02,17.017705767
5387880,1,4,1,80,52,1,8,,2,,,2,,2,,2,,,,,2,1,1.2,52,02,39.208333333
5387881,1,1,1,80,52,1,4,,2,,,4,,2,,2,,,,,2,1,4,52,02,15.711231173
5387887,1,4,1,80,52,1,9,ENTRENAR FUTBOL,2,,,11,,2,,2,,,,,2,1,1.3,52,02,19.116977558
5387892,1,2,1,80,52,2,,,,2,,,.,2,,2,,1,24,500000,2,1,,52,02,16.328620062
5387892,1,3,1,80,52,2,,,,2,,,.,2,,2,,,,,2,1,,52,02,16.328620062
5387893,1,3,1,80,52,1,8,,2,,,2,,2,,2,,,,,2,1,1.3,52,02,27.748367666
5387896,1,3,1,80,52,1,2,,2,,,4,,2,,2,,,,,2,1,1.2,52,02,19.116977558
5387896,1,4,1,80,52,2,,,,2,,,.,2,,2,,,,,2,1,,52,02,19.116977558
5387898,1,2,1,80,52,1,7,,2,,,1,,2,,2,,1,40,908000,2,1,3,52,02,9.8020833333
5387898,1,4,1,80,52,1,2,,1,,2,2,,2,,2,,,,,2,1,2,52,02,9.8020833333
5387898,1,5,1,80,52,1,7,,2,,,2,,2,,2,,1,24,800000,2,1,2,52,02,9.8020833333
5387898,1,6,1,80,52,1,7,,2,,,2,,2,,2,,1,24,1000000,2,1,2,52,02,9.8020833333
5387898,1,7,1,80,52,2,,,,2,,,.,2,,2,,,,,2,1,,52,02,9.8020833333
5387898,1,8,1,80,52,2,,,,2,,,.,2,,2,,,,,2,1,,52,02,9.8020833333
5387898,1,9,1,80,52,1,3,,2,,,9,,2,,2,,,,,2,1,4,52,02,9.8020833333
5387899,1,2,1,80,52,2,,,,2,,,.,2,,2,,,,,2,1,,52,02,39.208333333
5387900,1,5,1,80,52,1,3,,2,,,9,,2,,2,,,,,2,1,4,52,02,38.4375
5387903,1,2,1,80,52,1,9,PANDEMIA COVID 19,2,,,12,PANDEMIA COVID 19,2,,2,,1,24,500000,2,1,1.4,52,02,22.399296534
5387903,1,3,1,80,52,2,,,,2,,,.,2,,2,,,,,2,1,,52,02,22.399296534
5387905,1,3,1,80,52,1,3,,2,,,9,,2,,2,,,,,2,1,3,52,02,9.8020833333
5389492,1,1,1,80,52,1,5,,2,,,10,,3,,2,,,,,3,1,4,52,02,28.004254029
5389515,1,1,1,80,52,1,2,,2,,,2,,2,,2,,,,,2,1,2,52,02,39.208333333
5389515,1,2,1,80,52,2,,,,2,,,.,2,,2,,2,,800000,2,1,,52,02,39.208333333
5392898,1,3,1,80,52,2,,,,2,,,.,2,,2,,,,,2,1,,52,03,20.293535846
5392902,1,1,1,80,52,1,7,,2,,,1,,2,,2,,1,24,900000,2,1,2,52,03,27.346764022
5392902,1,3,1,80,52,2,,,,2,,,.,2,,2,,,,,2,1,,52,03,27.346764022
5392917,1,1,1,80,52,2,,,,1,4,1,,2,,2,,,,,2,1,,52,03,30.01894635
5392918,1,2,1,80,52,2,,,,2,,,.,2,,2,,1,20,600000,2,1,,52,03,26.831550229
5392919,1,1,1,80,52,1,9,POR LA PANDEMIA DEL COVID 19,2,,,12,POR LA PANDEMIA,2,,2,,,,,2,1,1.4,52,03,26.211327008
5392919,1,4,1,80,52,2,,,,2,,,.,2,,2,,,,,2,1,,52,03,26.211327008
5392930,1,3,1,80,52,2,,,,2,,,.,2,,2,,,,,2,1,,52,03,23.614109601
5392978,1,3,1,80,52,1,2,,2,,,2,,2,,2,,1,20,1000000,2,1,1.4,52,03,16.76089649
5392978,1,4,1,80,52,2,,,,2,,,.,2,,2,,2,,900000,2,1,,52,03,16.76089649
5392978,1,5,1,80,52,2,,,,2,,,.,2,,2,,,,,2,1,,52,03,16.76089649
5392978,1,6,1,80,52,1,4,,2,,,4,,2,,2,,,,,2,1,4,52,03,16.76089649
5392980,1,1,1,80,52,1,8,,1,,3,1,,2,,2,,2,,1300000,2,1,3,52,03,20.431640343
5392980,1,2,1,80,52,2,,,,2,,,.,2,,2,,,,,2,1,,52,03,20.431640343
5392983,1,1,1,80,52,1,3,,2,,,9,,2,,2,,2,,600000,2,1,4,52,03,15.916726455
5392986,1,4,1,80,52,1,7,,2,,,1,,2,,2,,1,48,800000,2,1,1.4,52,03,17.258334404
5393000,1,1,1,80,52,1,7,,2,,,1,,2,,2,,1,24,500000,2,1,3,52,03,19.208091184
5393000,1,3,1,80,52,2,,,,2,,,.,2,,2,,1,20,800000,2,1,,52,03,19.208091184
5393000,1,7,1,80,52,2,,,,2,,,.,2,,2,,,,,2,1,,52,03,19.208091184
5393006,1,2,1,80,52,2,,,,2,,,.,2,,2,,2,,700000,2,1,,52,03,28.463196149
5393007,1,2,1,80,52,2,,,,2,,,.,2,,2,,2,,500000,2,1,,52,03,26.258311911
5393007,1,3,1,80,52,2,,,,2,,,.,2,,2,,,,,2,1,,52,03,26.258311911
5393011,1,3,1,80,52,2,,,,2,,,.,2,,2,,,,,2,1,,52,03,32.635168643
5393012,1,1,1,80,52,1,5,,2,,,10,,3,,2,,,,,3,1,4,52,03,17.602453663
5393012,1,4,1,80,52,2,,,,2,,,.,2,,2,,,,,2,1,,52,03,17.602453663
5393014,1,4,1,80,52,2,,,,2,,,.,2,,2,,,,,2,1,,52,03,27.988068778
5393906,1,1,1,80,52,1,9,POR LA EDAD,2,,,8,,2,,2,,,,,2,1,2,52,03,26.090367505
5393910,1,1,1,80,52,1,9,POR LA EDAD,2,,,8,,2,,2,,,,,2,1,4,52,03,24.513640799
5393910,1,2,1,80,52,2,,,,1,4,1,,2,,2,,,,,2,1,,52,03,24.513640799
5393911,1,2,1,80,52,2,,,,2,,,.,2,,2,,,,,2,1,,52,03,19.25206864
5393913,1,1,1,80,52,1,4,,2,,,4,,2,,2,,,,,2,1,3,52,03,28.316333278
5393914,1,3,1,80,52,2,,,,2,,,.,2,,2,,,,,2,1,,52,03,20.431640343
5393915,1,1,1,80,52,1,3,,2,,,9,,2,,2,,,,,2,1,4,52,03,19.787485373
5398933,1,1,1,80,52,2,,,,1,4,9,,2,,2,,,,,2,1,,52,03,28.316333278
5398936,1,2,1,80,52,1,3,,1,,4,9,,2,,2,,,,,2,1,4,52,03,28.269348374
5398940,1,1,1,80,52,1,3,,2,,,8,,2,,2,,,,,2,1,4,52,03,20.880864346
5398940,1,3,1,80,52,2,,,,1,2,9,,2,,2,,2,,800000,2,1,,52,03,20.880864346
5398941,1,1,1,80,52,2,,,,1,2,1,,2,,2,,1,24,1000000,2,1,,52,03,26.740430636
5398942,1,1,1,80,52,1,3,,2,,,9,,2,,2,,,,,2,1,4,52,03,28.316333278
5398943,1,3,1,80,52,2,,,,2,,,.,2,,2,,1,20,600000,2,1,,52,03,26.167192318
5398945,1,2,1,80,52,2,,,,2,,,.,2,,2,,,,,2,1,,52,03,22.984723061
5398945,1,3,1,80,52,2,,,,2,,,.,2,,2,,,,,2,1,,52,03,22.984723061
5398946,1,2,1,80,52,2,,,,2,,,.,2,,2,,,,,2,1,,52,03,16.560881425
5398947,1,2,1,80,52,2,,,,2,,,.,2,,2,,,,,2,1,,52,03,11.378811777
5398948,1,1,1,80,52,1,7,,2,,,1,,2,,2,,,,,2,1,4,52,03,28.316333278
5402034,1,1,1,80,52,1,2,,2,,,2,,2,,2,,1,20,1000000,2,1,2,52,03,22.52565749
5402036,1,2,1,80,52,2,,,,2,,,.,2,,2,,,,,2,1,,52,03,22.478672587
5402037,1,2,1,80,52,2,,,,2,,,.,2,,2,,2,,700000,2,1,,52,03,23.908396951
5402037,2,2,2,80,52,2,,,,2,,,.,2,,2,,1,24,800000,2,1,,52,03,23.908396951
5404073,1,4,1,80,52,2,,,,2,,,.,2,,2,,,,,2,1,,52,03,28.437292781
5404074,1,1,1,80,52,1,9,POR EL COVID 19,2,,,4,,2,,2,,1,20,500000,2,1,2,52,03,19.88145518
5404075,1,1,1,80,52,1,5,,2,,,10,,3,,2,,,,,3,1,4,52,03,11.836752149
5404075,1,3,1,80,52,2,,,,2,,,.,2,,2,,,,,2,1,,52,03,11.836752149
5404076,1,1,1,80,52,1,4,,2,,,4,,2,,2,,,,,2,1,3,52,03,16.057681165
5404077,1,1,1,80,52,1,6,,2,,,1,,2,,2,,,,,2,1,3,52,03,29.452699386
5404077,1,3,1,80,52,2,,,,2,,,.,2,,2,,,,,2,1,,52,03,29.452699386
5404077,1,5,1,80,52,2,,,,2,,,.,2,,2,,,,,2,1,,52,03,29.452699386
5404078,1,2,1,80,52,1,3,,2,,,9,,2,,2,,,,,2,1,4,52,03,28.316333278
5404081,1,2,1,80,52,1,4,,2,,,4,,2,,2,,,,,2,1,2,52,03,25.169859801
5404083,1,1,1,80,52,1,4,,2,,,4,,2,,2,,,,,2,1,4,52,03,26.090367505
5407406,1,2,1,80,52,1,4,,2,,,4,,2,,2,,,,,2,1,4,52,03,28.866518441
5407406,1,3,1,80,52,2,,,,2,,,.,2,,2,,,,,2,1,,52,03,28.866518441
5407408,1,3,1,80,52,2,,,,2,,,.,2,,2,,,,,2,1,,52,03,19.573434658
5407408,1,4,1,80,52,1,7,,2,,,1,,2,,2,,1,40,800000,2,1,3,52,03,19.573434658
5407409,1,2,1,80,52,2,,,,2,,,.,2,,2,,,,,2,1,,52,03,13.984745554
5407409,1,4,1,80,52,2,,,,2,,,.,2,,2,,,,,2,1,,52,03,13.984745554
5407410,1,3,1,80,52,1,2,,2,,,2,,2,,2,,2,,800000,2,1,2,52,03,23.614109601
5407411,1,1,1,80,52,1,7,,2,,,1,,2,,1,180000,1,20,500000,2,1,2,52,03,23.007776215
